ListingID,City,Locality,PropertyType,BHK,Bathrooms,Balconies,Furnishing,SuperBuiltUpArea_sqft,BuiltUpArea_sqft,CarpetArea_sqft,Floor,TotalFloors,Parking,BuildingType,YearBuilt,AgeYears,Facing,AmenitiesCount,IsRERARegistered,Latitude,Longitude,Price_INR
HP01668,Chennai,T Nagar,Apartment,1,1.0,1.0,Semi-Furnished,1203,958,766,9,38,Covered,High Rise,1994.0,31,West,5,True,13.062472,80.30382,9100000
HP00837,Chennai,Porur,Apartment,1,1.0,2.0,Semi-Furnished,864,705,604,15,38,Covered,High Rise,2009.0,16,North-West,6,True,13.012102,80.195139,6500000
HP00586,Kolkata,Behala,Villa,4,5.0,1.0,Semi-Furnished,2830,2268,2033,5,6,Open,Gated Community,2014.0,11,East,8,True,22.575505,88.393095,26120000
HP01068,Kolkata,New Town,Independent House,4,5.0,3.0,Semi-Furnished,3558,2861,2276,0,1,Open,Bungalow,2025.0,0,South-East,6,True,22.467308,88.440059,25610000
HP02115,Pune,Kharadi,Apartment,3,4.0,1.0,Unfurnished,2571,2021,1700,3,7,Covered,Gated Community,2009.0,16,South-West,8,True,18.466625,73.919161,22810000
HP02358,Chennai,Porur,Apartment,3,4.0,2.0,Unfurnished,2262,1765,1514,14,20,Covered,High Rise,2016.0,9,South-East,6,False,13.04908,80.2185,20070000
HP01384,Kolkata,New Town,Villa,3,4.0,2.0,Furnished,2842,2331,1892,0,2,Covered,Bungalow,2016.0,9,North-West,5,True,22.52845,88.48607,24540000
HP00675,Kolkata,Salt Lake,Apartment,2,3.0,3.0,Semi-Furnished,1610,1254,1128,7,12,Covered,High Rise,2012.0,13,North-West,9,True,22.53817,88.455525,11640000
HP01079,Delhi NCR,Noida-Sector 62,Studio,0,1.0,0.0,Unfurnished,583,484,426,1,39,Open,High Rise,2006.0,19,South-West,7,True,28.346804,77.17167,3940000
HP00448,Hyderabad,Jubilee Hills,Apartment,4,4.0,1.0,Unfurnished,3177,2595,2233,12,12,Open,Mid Rise,2007.0,18,South,7,True,17.405398,78.451014,24580000
HP00832,Ahmedabad,Thaltej,Apartment,4,5.0,1.0,Semi-Furnished,2320,1825,1575,7,10,Covered,Gated Community,2004.0,21,South,9,True,23.116772,72.443671,12520000
HP00962,Kolkata,Tollygunge,Apartment,2,2.0,1.0,Semi-Furnished,1762,1377,1236,1,10,Covered,Gated Community,2015.0,10,East,8,True,22.488186,88.426861,13150000
HP01526,Kolkata,Behala,Apartment,1,2.0,1.0,Unfurnished,1080,882,761,4,5,Open,Standalone Building,2011.0,14,East,6,True,22.471341,88.403191,7690000
HP02165,Delhi NCR,Faridabad-Sector 21,Apartment,2,2.0,1.0,Unfurnished,1817,1481,1249,6,6,Covered,Mid Rise,2025.0,0,South,7,True,28.775928,77.492433,17970000
HP02079,Ahmedabad,Bodakdev,Independent House,4,5.0,1.0,Unfurnished,2888,2063,1826,0,2,Open,Bungalow,2022.0,3,East,8,True,23.040044,72.594205,13910000
HP01378,Delhi NCR,Gurugram-Sector 56,Row House,2,3.0,2.0,Semi-Furnished,1807,1396,1183,0,1,Basement,Bungalow,2023.0,2,North,8,False,28.775063,76.969572,20110000
HP01272,Pune,Kharadi,Apartment,1,1.0,1.0,Unfurnished,838,658,598,18,39,Covered,High Rise,2017.0,8,South-West,7,False,18.585571,73.866513,6860000
HP00046,MMR,Thane West,Apartment,3,4.0,1.0,Semi-Furnished,2568,2110,1843,23,31,Stilt,High Rise,2019.0,6,North-East,9,True,19.29363,72.890684,42970000
HP02074,Kolkata,Salt Lake,Villa,2,3.0,1.0,Semi-Furnished,1125,902,709,0,3,Stilt,Bungalow,2012.0,13,East,5,False,22.631947,88.419575,8290000
HP00783,MMR,Vile Parle,Apartment,3,3.0,3.0,Furnished,1950,1536,1396,9,11,Open,Mid Rise,2018.0,7,North-East,6,True,18.956795,72.828569,32090000
HP00295,Chennai,Adyar,Apartment,3,3.0,1.0,Semi-Furnished,2463,1834,1603,25,33,Basement,High Rise,2017.0,8,East,6,False,13.108822,80.189629,22480000
HP01232,Ahmedabad,Bopal,Apartment,1,2.0,2.0,Semi-Furnished,659,530,451,0,3,Covered,Standalone Building,2025.0,0,North-East,8,True,23.070736,72.586491,3400000
HP00589,Bengaluru,Koramangala,Penthouse,4,5.0,2.0,Unfurnished,4296,3471,2571,17,25,Open,High Rise,2020.0,5,North-East,7,True,13.072914,77.535577,46070000
HP01840,Chennai,Sholinganallur,Apartment,2,2.0,1.0,Semi-Furnished,1741,1337,1197,0,4,Covered,Low Rise,2007.0,18,South-East,7,False,12.965023,80.335367,13710000
HP01940,Chennai,T Nagar,Apartment,2,3.0,2.0,Unfurnished,1296,1060,899,9,10,Basement,Mid Rise,2025.0,0,South-West,5,False,13.080668,80.328398,12670000
HP00757,Pune,Wakad,Apartment,4,5.0,2.0,Unfurnished,3737,2971,2540,2,5,Stilt,Standalone Building,2015.0,10,North-West,7,True,18.463994,73.914593,29880000
HP02009,MMR,Andheri West,Apartment,3,4.0,1.0,Semi-Furnished,2087,1769,1608,6,6,Basement,Gated Community,2013.0,12,North,6,True,18.978471,72.774698,30100000
HP01968,MMR,Mulund,Apartment,2,3.0,2.0,Semi-Furnished,1949,1515,1274,14,18,Covered,High Rise,2018.0,7,East,9,True,18.995687,72.939038,38220000
HP01802,Kolkata,Behala,Independent House,5,6.0,3.0,Unfurnished,3797,3093,2653,0,3,Open,Bungalow,2025.0,0,North-West,7,False,22.645037,88.432532,27150000
HP00437,Kolkata,Jadavpur,Apartment,2,2.0,3.0,Unfurnished,1340,1136,1006,16,25,Covered,High Rise,2025.0,0,North-West,5,True,22.508146,88.331814,11360000
HP01952,Kolkata,Rajarhat,Apartment,1,2.0,1.0,Semi-Furnished,669,542,466,6,8,Basement,Gated Community,2020.0,5,North,5,False,22.601632,88.451697,4730000
HP01519,Ahmedabad,Satellite,Apartment,1,2.0,1.0,Unfurnished,723,586,517,6,8,Covered,Mid Rise,2022.0,3,East,7,False,22.934817,72.539199,3960000
HP00394,Bengaluru,Marathahalli,Apartment,3,3.0,1.0,Semi-Furnished,2171,1786,1471,3,8,Covered,Mid Rise,2015.0,10,North-East,7,True,12.867354,77.700219,17520000
HP01670,Kolkata,Salt Lake,Apartment,3,4.0,2.0,Unfurnished,2547,2021,1705,2,4,Covered,Standalone Building,2008.0,17,South-West,9,True,22.649537,88.328079,19110000
HP00535,MMR,Andheri West,Apartment,2,3.0,1.0,Semi-Furnished,1084,919,760,11,12,Basement,Mid Rise,2017.0,8,South-East,5,True,19.197893,72.938205,17500000
HP00031,Delhi NCR,Faridabad-Sector 21,Row House,4,5.0,2.0,Furnished,3842,2990,2487,2,3,Open,Low Rise,2018.0,7,East,5,True,28.603903,77.045375,32850000
HP02217,MMR,Vile Parle,Apartment,3,4.0,2.0,Semi-Furnished,2374,2001,1643,10,22,Covered,High Rise,2003.0,22,North-East,6,True,19.17427,72.921151,36600000
HP00747,Chennai,OMR,Studio,0,3.0,0.0,Unfurnished,447,369,328,1,2,Open,Standalone Building,2021.0,4,South-East,7,True,13.07016,80.165103,3800000
HP02200,Hyderabad,Jubilee Hills,Studio,0,1.0,1.0,Unfurnished,453,362,314,12,12,Covered,Mid Rise,2016.0,9,North-East,5,False,17.323211,78.44831,2960000
HP01128,Delhi NCR,Faridabad-Sector 21,Villa,3,4.0,2.0,Unfurnished,2160,1691,1470,4,11,Covered,Gated Community,2016.0,9,North-West,4,True,28.744333,77.398063,21790000
HP01988,Ahmedabad,Bodakdev,Apartment,3,3.0,2.0,Unfurnished,2401,1979,1757,16,37,Open,High Rise,2025.0,0,South,7,True,23.034368,72.603021,12010000
HP01323,MMR,Vile Parle,Apartment,1,2.0,1.0,Semi-Furnished,690,558,475,3,6,Stilt,Mid Rise,2009.0,16,South-West,7,True,19.111635,72.766185,10370000
HP02214,MMR,Mulund,Apartment,3,4.0,1.0,Semi-Furnished,2200,1724,1456,7,9,Open,Gated Community,2018.0,7,West,10,True,19.117561,72.937991,38360000
HP02097,Delhi NCR,Faridabad-Sector 21,Independent House,4,4.0,2.0,Unfurnished,3179,2567,2180,0,5,Covered,Low Rise,2019.0,6,North,4,True,28.689568,77.310519,26350000
HP01316,Hyderabad,Banjara Hills,Apartment,2,3.0,2.0,Unfurnished,1747,1354,1194,19,29,Covered,High Rise,2023.0,2,East,8,True,17.468681,78.507029,15150000
HP00875,Ahmedabad,Vastrapur,Apartment,2,2.0,3.0,Unfurnished,1193,989,848,2,20,Covered,High Rise,2005.0,20,West,7,True,23.074131,72.631803,6460000
HP01059,Pune,Hinjawadi,Apartment,2,3.0,1.0,Furnished,1793,1328,1202,3,8,Covered,Gated Community,2013.0,12,West,10,True,18.576369,73.886942,16480000
HP00345,Kolkata,Behala,Row House,3,4.0,2.0,Semi-Furnished,1800,1434,1223,4,6,Stilt,Gated Community,2007.0,18,South-West,9,True,22.61466,88.399918,15600000
HP00557,Delhi NCR,Gurugram-Sector 56,Apartment,3,4.0,1.0,Furnished,2388,1876,1705,2,30,Covered,High Rise,2004.0,21,East,8,False,28.710164,77.040652,18770000
HP00681,MMR,Mulund,Villa,4,5.0,2.0,Semi-Furnished,3795,2997,2502,5,9,Covered,Gated Community,2009.0,16,South-West,7,True,19.16034,72.902087,56590000
HP00858,Chennai,Sholinganallur,Penthouse,2,3.0,2.0,Unfurnished,1719,1336,1076,18,34,Open,High Rise,2025.0,0,East,7,True,13.083807,80.265192,20680000
HP00353,Kolkata,Salt Lake,Independent House,4,4.0,2.0,Furnished,2364,1822,1544,3,3,Covered,Standalone Building,2021.0,4,East,5,True,22.546057,88.442225,16550000
HP00092,Bengaluru,Hebbal,Row House,2,3.0,2.0,Furnished,1526,1215,1012,10,12,Covered,Gated Community,2025.0,0,North,8,True,12.981087,77.661578,18340000
HP01942,Kolkata,Tollygunge,Apartment,2,2.0,2.0,Semi-Furnished,1759,1370,1111,5,8,Basement,Mid Rise,2017.0,8,South-East,7,True,22.620671,88.428496,13300000
HP01913,Hyderabad,Manikonda,Penthouse,4,4.0,1.0,Unfurnished,3383,2528,2134,4,26,Covered,High Rise,2025.0,0,South-East,7,True,17.418893,78.516961,30470000
HP01778,Hyderabad,Jubilee Hills,Villa,2,3.0,2.0,Unfurnished,1433,1141,934,0,2,Covered,Bungalow,2021.0,4,South-West,5,True,17.300346,78.39934,11860000
HP00262,MMR,Bandra West,Villa,5,6.0,2.0,Semi-Furnished,4160,3314,2821,0,1,Stilt,Bungalow,2002.0,23,North-East,9,True,19.207912,72.920031,71290000
HP01294,Kolkata,New Town,Studio,0,1.0,0.0,Unfurnished,571,471,421,3,5,Covered,Standalone Building,2025.0,0,East,6,True,22.575774,88.351633,3910000
HP00749,MMR,Powai,Apartment,3,3.0,2.0,Furnished,1726,1459,1308,1,5,Covered,Standalone Building,2012.0,13,North-East,6,True,19.115273,72.889324,32900000
HP01006,Hyderabad,Kukatpally,Apartment,2,2.0,2.0,Semi-Furnished,1778,1362,1156,3,8,Open,Mid Rise,2005.0,20,South-West,9,True,17.537489,78.444006,12210000
HP01357,Ahmedabad,Thaltej,Apartment,3,3.0,1.0,Semi-Furnished,2011,1511,1365,1,8,Covered,Mid Rise,2020.0,5,North,9,False,23.128447,72.659476,10570000
HP00568,Bengaluru,Marathahalli,Apartment,2,3.0,1.0,Furnished,1749,1439,1213,24,36,Open,High Rise,2010.0,15,South-East,10,True,12.957037,77.773161,14910000
HP01875,MMR,Bandra West,Villa,2,2.0,3.0,Semi-Furnished,2024,1597,1300,2,3,Open,Standalone Building,2025.0,0,North-West,7,True,19.069125,72.807155,41740000
HP01682,Bengaluru,Hebbal,Apartment,1,2.0,2.0,Unfurnished,699,592,496,4,9,Basement,Mid Rise,2012.0,13,North-East,9,True,12.80584,77.764017,6310000
HP01898,MMR,Goregaon East,Apartment,3,4.0,3.0,Unfurnished,1842,1513,1375,2,8,Basement,Mid Rise,2025.0,0,West,6,True,19.039705,72.940173,26800000
HP01129,Hyderabad,Kukatpally,Studio,0,2.0,1.0,Furnished,595,464,396,2,6,Covered,Mid Rise,2013.0,12,North-West,8,True,17.478661,78.471582,4150000
HP00907,Chennai,Anna Nagar,Studio,0,1.0,1.0,Unfurnished,754,616,515,29,31,Covered,High Rise,2014.0,11,South,8,True,13.117119,80.167624,5440000
HP01643,Ahmedabad,Vastrapur,Apartment,1,2.0,2.0,Furnished,948,723,634,5,6,Open,Gated Community,2010.0,15,North-East,6,False,22.975894,72.634926,4370000
HP00301,Bengaluru,Sarjapur Road,Studio,0,2.0,1.0,Furnished,689,559,491,1,2,Stilt,Standalone Building,2012.0,13,South-East,5,True,12.941574,77.499488,5490000
HP02277,MMR,Bandra West,Apartment,2,2.0,1.0,Furnished,1002,793,703,26,30,Covered,High Rise,2001.0,24,East,8,True,19.181384,72.78158,15450000
HP01162,Bengaluru,Koramangala,Independent House,2,3.0,1.0,Furnished,1772,1346,1224,0,3,Open,Bungalow,2019.0,6,East,6,True,12.891752,77.596478,17280000
HP01104,Bengaluru,Hebbal,Penthouse,4,5.0,2.0,Semi-Furnished,2849,2263,1818,14,22,Covered,High Rise,2010.0,15,East,7,True,13.054802,77.583321,31060000
HP01227,Chennai,Porur,Apartment,3,4.0,1.0,Unfurnished,2643,2131,1850,3,3,Covered,Low Rise,2009.0,16,North-East,5,True,12.962194,80.174251,22420000
HP00316,Bengaluru,Sarjapur Road,Villa,3,4.0,1.0,Unfurnished,2707,2014,1574,1,2,Covered,Standalone Building,2011.0,14,South,8,True,12.802739,77.644808,29190000
HP01867,Chennai,Anna Nagar,Villa,5,5.0,1.0,Semi-Furnished,6132,4696,3997,1,3,Covered,Standalone Building,2012.0,13,East,5,True,13.002854,80.257036,60610000
HP00454,Pune,Hinjawadi,Villa,4,5.0,1.0,Unfurnished,2800,2122,1810,6,9,Stilt,Gated Community,2019.0,6,West,8,True,18.467397,73.887166,29040000
HP00602,Pune,Baner,Apartment,2,2.0,1.0,Unfurnished,1683,1277,1146,6,8,Open,Gated Community,2015.0,10,North-East,8,True,18.617014,73.829201,11450000
HP00176,Delhi NCR,Noida-Sector 62,Villa,4,5.0,2.0,Unfurnished,3122,2320,1920,4,5,Covered,Standalone Building,2009.0,16,South-East,3,True,28.754995,77.232129,29320000
HP01403,Kolkata,Tollygunge,Apartment,2,2.0,1.0,Unfurnished,1567,1328,1147,19,19,Open,High Rise,2009.0,16,South-West,9,False,22.620513,88.359783,10350000
HP01147,Kolkata,Jadavpur,Apartment,4,5.0,2.0,Semi-Furnished,2682,2128,1845,2,4,Covered,Standalone Building,2019.0,6,South,7,True,22.638479,88.374156,21390000
HP00038,Bengaluru,Sarjapur Road,Apartment,2,3.0,2.0,Semi-Furnished,1388,1145,1006,2,6,Open,Mid Rise,2004.0,21,West,8,True,12.999628,77.54524,11810000
HP00124,Delhi NCR,Faridabad-Sector 21,Row House,2,2.0,1.0,Semi-Furnished,1506,1233,1120,8,10,Stilt,Gated Community,2011.0,14,North,9,True,28.362495,76.930572,13640000
HP01835,Hyderabad,Kukatpally,Apartment,1,1.0,1.0,Furnished,773,638,580,8,8,Covered,Mid Rise,2013.0,12,West,5,True,17.321336,78.34337,5680000
HP00395,Pune,Hinjawadi,Penthouse,2,3.0,2.0,Unfurnished,1919,1470,1243,13,25,Basement,High Rise,2015.0,10,North-East,6,True,18.470352,73.830089,17760000
HP01111,Hyderabad,Gachibowli,Apartment,3,4.0,1.0,Semi-Furnished,1847,1434,1290,5,6,Open,Mid Rise,2009.0,16,North-West,6,True,17.503915,78.527394,13430000
HP02306,Kolkata,Tollygunge,Independent House,3,3.0,2.0,Semi-Furnished,2589,2032,1799,6,6,Open,Gated Community,2017.0,8,South,9,False,22.523603,88.434761,22020000
HP00040,Kolkata,Salt Lake,Villa,4,5.0,1.0,Unfurnished,3107,2551,2034,0,1,Stilt,Bungalow,2003.0,22,North,5,True,22.603725,88.476888,25610000
HP00463,Delhi NCR,Dwarka,Apartment,3,4.0,2.0,Furnished,2719,2095,1870,3,3,Open,Standalone Building,2023.0,2,North-West,9,True,28.364211,77.017674,28920000
HP00835,Chennai,Porur,Apartment,3,3.0,1.0,Semi-Furnished,2280,1852,1644,21,36,Covered,High Rise,2015.0,10,North-East,8,True,13.155001,80.331017,21690000
HP01302,Bengaluru,Sarjapur Road,Apartment,3,3.0,2.0,Unfurnished,1893,1478,1286,5,10,Covered,Gated Community,2013.0,12,South-West,6,True,12.838952,77.605021,20260000
HP00332,Ahmedabad,Vastrapur,Independent House,4,5.0,1.0,Unfurnished,2686,2085,1695,0,3,Covered,Bungalow,2015.0,10,North-West,6,True,23.0364,72.653667,11650000
HP01570,Kolkata,Behala,Apartment,2,2.0,1.0,Unfurnished,1316,1115,936,20,30,Covered,High Rise,2011.0,14,East,9,True,22.460616,88.410462,9660000
HP00195,Kolkata,New Town,Apartment,2,3.0,1.0,Furnished,993,773,703,2,3,Open,Standalone Building,2024.0,1,North,6,True,22.496381,88.454541,7820000
HP02224,Kolkata,Salt Lake,Apartment,2,3.0,2.0,Semi-Furnished,1162,977,825,7,30,Open,High Rise,2011.0,14,East,8,True,22.566581,88.396438,8010000
HP02249,Ahmedabad,Maninagar,Apartment,2,2.0,1.0,Unfurnished,1692,1292,1091,10,30,Covered,High Rise,2025.0,0,East,9,True,23.013386,72.649819,9640000
HP00635,Pune,Kothrud,Independent House,5,6.0,1.0,Semi-Furnished,3799,3064,2724,8,11,Covered,Gated Community,2005.0,20,North,8,True,18.621757,73.86733,30870000
HP00323,Pune,Kharadi,Apartment,3,3.0,1.0,Semi-Furnished,1529,1232,1120,5,8,Covered,Mid Rise,2015.0,10,West,7,True,18.552347,73.90805,13610000
HP01897,Hyderabad,Kukatpally,Apartment,3,3.0,2.0,Unfurnished,2376,1866,1611,4,6,Stilt,Gated Community,2025.0,0,North,10,False,17.38171,78.412376,18900000
HP00267,Pune,Kharadi,Independent House,2,3.0,2.0,Unfurnished,1641,1361,1129,2,3,Open,Low Rise,2014.0,11,North,7,True,18.607559,73.793135,15340000
HP01963,Chennai,T Nagar,Row House,2,3.0,1.0,Furnished,1058,833,730,2,5,Covered,Low Rise,2025.0,0,South-West,8,True,13.116632,80.340191,10060000
HP00580,Delhi NCR,Ghaziabad-Indirapuram,Villa,4,4.0,1.0,Semi-Furnished,3640,3085,2463,4,5,Open,Standalone Building,2015.0,10,South-West,7,True,28.450209,77.156266,36680000
HP01358,Bengaluru,Koramangala,Penthouse,3,3.0,2.0,Unfurnished,2084,1626,1369,1,17,Covered,High Rise,2018.0,7,North-East,7,False,12.894171,77.595268,25660000
HP00994,Delhi NCR,Dwarka,Villa,2,3.0,3.0,Semi-Furnished,1240,1027,893,2,4,Open,Standalone Building,2017.0,8,South,10,False,28.467786,77.486694,12150000
HP02031,Ahmedabad,Bopal,Apartment,2,3.0,1.0,Semi-Furnished,1089,921,832,8,12,Covered,Gated Community,2025.0,0,North-West,7,True,23.107835,72.572605,7170000
HP01345,Bengaluru,Marathahalli,Apartment,2,3.0,1.0,Unfurnished,1031,838,719,2,9,Covered,Gated Community,2025.0,0,South-West,9,True,12.827905,77.773987,11060000
HP01798,Pune,Baner,Apartment,3,4.0,2.0,Unfurnished,2707,2233,1880,20,32,Basement,High Rise,2002.0,23,North-East,7,True,18.628865,73.92331,21480000
HP01937,Pune,Viman Nagar,Studio,0,2.0,0.0,Unfurnished,609,516,453,2,2,Covered,Standalone Building,2018.0,7,West,6,True,18.523193,73.86878,4790000
HP00892,Bengaluru,Banashankari,Apartment,2,2.0,1.0,Unfurnished,1360,1146,1018,1,2,Open,Standalone Building,2025.0,0,West,8,True,12.984621,77.707937,13560000
HP01248,Pune,Aundh,Apartment,4,4.0,1.0,Semi-Furnished,2656,2117,1734,0,3,Covered,Low Rise,2020.0,5,North-East,7,True,18.510123,73.840657,24550000
HP01317,Hyderabad,Madhapur,Independent House,3,4.0,2.0,Semi-Furnished,2737,2100,1752,3,10,Covered,Gated Community,2008.0,17,South-East,7,True,17.255767,78.395839,17160000
HP01289,Delhi NCR,Dwarka,Row House,2,3.0,1.0,Furnished,1689,1283,1048,0,3,Covered,Low Rise,2007.0,18,South,7,False,28.376264,77.354892,17980000
HP01367,MMR,Andheri West,Apartment,3,4.0,1.0,Semi-Furnished,1942,1544,1365,2,38,Basement,High Rise,2017.0,8,North-West,7,False,19.057308,72.764241,30880000
HP02281,Bengaluru,HSR Layout,Row House,3,3.0,1.0,Semi-Furnished,2471,1960,1705,1,2,Covered,Low Rise,2025.0,0,North-East,5,True,12.92528,77.782288,26830000
HP01018,Bengaluru,Yelahanka,Apartment,3,4.0,2.0,Semi-Furnished,2397,1965,1733,9,12,Covered,Gated Community,1999.0,26,South-East,6,True,13.01249,77.680836,23090000
HP00573,Ahmedabad,Bopal,Villa,2,2.0,1.0,Semi-Furnished,1134,961,798,0,2,Open,Bungalow,2013.0,12,East,7,True,22.928645,72.681481,5940000
HP02256,Ahmedabad,Maninagar,Independent House,4,4.0,1.0,Semi-Furnished,3779,2960,2380,4,5,Covered,Standalone Building,2012.0,13,North,4,True,23.067191,72.659441,16470000
HP02070,Delhi NCR,Gurugram-Sector 56,Villa,4,4.0,1.0,Semi-Furnished,2763,2235,1981,0,4,Covered,Low Rise,2011.0,14,South,7,True,28.52472,76.941027,29470000
HP02145,Hyderabad,Madhapur,Penthouse,2,2.0,1.0,Semi-Furnished,1161,935,850,11,13,Open,High Rise,2015.0,10,East,7,True,17.255529,78.360019,10510000
HP01599,Bengaluru,Koramangala,Apartment,1,2.0,2.0,Unfurnished,934,752,625,2,4,Covered,Low Rise,2016.0,9,North-East,3,True,13.096323,77.590512,7570000
HP00893,Ahmedabad,Bodakdev,Apartment,1,2.0,1.0,Semi-Furnished,675,514,459,10,17,Open,High Rise,2010.0,15,South-West,9,True,22.948663,72.429933,3180000
HP00965,Hyderabad,Gachibowli,Apartment,3,4.0,1.0,Unfurnished,1983,1515,1377,2,12,Open,Mid Rise,2015.0,10,East,8,True,17.490311,78.55494,15130000
HP00986,Kolkata,New Town,Apartment,3,4.0,1.0,Unfurnished,1643,1320,1163,2,4,Covered,Standalone Building,2010.0,15,North-East,5,False,22.496941,88.315362,11780000
HP00054,Bengaluru,Indiranagar,Row House,3,4.0,1.0,Semi-Furnished,1679,1199,1025,0,3,Stilt,Bungalow,2015.0,10,North-East,8,False,13.054198,77.593222,17050000
HP00773,Bengaluru,Indiranagar,Apartment,4,4.0,1.0,Unfurnished,2007,1600,1404,1,3,Open,Standalone Building,2025.0,0,North-East,5,True,13.086135,77.61057,19980000
HP01290,Kolkata,Jadavpur,Penthouse,4,4.0,1.0,Semi-Furnished,2771,2187,1855,4,37,Open,High Rise,2018.0,7,South,10,True,22.599559,88.499776,27880000
HP02049,Delhi NCR,Gurugram-Sector 56,Villa,4,5.0,2.0,Unfurnished,2225,1774,1474,0,2,Covered,Bungalow,2009.0,16,West,7,True,28.76551,76.912791,19510000
HP01369,Hyderabad,Kondapur,Apartment,1,2.0,1.0,Unfurnished,889,752,683,2,9,Covered,Gated Community,2011.0,14,South-West,6,False,17.494762,78.58027,6760000
HP00506,Chennai,Adyar,Apartment,2,2.0,1.0,Semi-Furnished,1367,1119,986,2,4,Covered,Standalone Building,2014.0,11,South,7,True,13.132846,80.155303,12980000
HP00753,MMR,Mulund,Apartment,2,3.0,1.0,Semi-Furnished,1105,930,806,31,35,Covered,High Rise,2009.0,16,South-West,9,True,19.050446,72.815914,20520000
HP02222,Delhi NCR,Noida-Sector 62,Apartment,3,3.0,3.0,Semi-Furnished,2035,1653,1440,4,5,Open,Standalone Building,2015.0,10,East,6,False,28.360718,76.981748,16860000
HP01233,Pune,Kharadi,Apartment,2,3.0,2.0,Semi-Furnished,1241,1030,936,2,4,Open,Low Rise,2014.0,11,South,4,True,18.640753,73.866638,9090000
HP00863,Bengaluru,Marathahalli,Independent House,4,5.0,1.0,Semi-Furnished,3884,3030,2598,0,2,Covered,Bungalow,2022.0,3,South-West,5,False,13.099395,77.450423,31180000
HP01491,MMR,Vile Parle,Apartment,3,4.0,2.0,Semi-Furnished,2020,1712,1505,5,13,Stilt,High Rise,2015.0,10,South-West,8,False,19.20884,72.856061,31600000
HP01647,Delhi NCR,Dwarka,Apartment,2,2.0,2.0,Semi-Furnished,1613,1275,1133,12,15,Covered,High Rise,2010.0,15,South,7,True,28.667086,77.295154,14840000
HP00366,Delhi NCR,Noida-Sector 76,Apartment,3,4.0,1.0,Furnished,2480,1919,1629,3,8,Open,Gated Community,2015.0,10,South-East,8,False,28.741897,76.944631,23710000
HP01838,Pune,Baner,Villa,4,5.0,2.0,Furnished,3160,2469,2046,2,3,Open,Low Rise,2017.0,8,North-West,8,True,18.642635,73.84121,31330000
HP00310,Chennai,Velachery,Apartment,3,4.0,1.0,Furnished,2343,1790,1520,7,8,Basement,Mid Rise,2018.0,7,North,8,True,13.114835,80.254953,19510000
HP01221,Bengaluru,Sarjapur Road,Apartment,1,2.0,2.0,Unfurnished,971,768,673,16,29,Basement,High Rise,2025.0,0,North,7,True,13.134948,77.759751,9070000
HP02184,MMR,Andheri West,Penthouse,3,4.0,2.0,Unfurnished,2205,1869,1541,11,19,Covered,High Rise,2007.0,18,South,10,False,19.207008,72.778309,39500000
HP00584,Pune,Kothrud,Independent House,2,2.0,1.0,Unfurnished,1580,1137,958,0,1,Basement,Bungalow,2005.0,20,West,5,True,18.607756,73.816258,11220000
HP01005,Hyderabad,Gachibowli,Apartment,1,2.0,2.0,Semi-Furnished,699,556,500,4,5,Open,Standalone Building,2025.0,0,South,8,True,17.545232,78.494376,5690000
HP00772,Delhi NCR,Ghaziabad-Indirapuram,Apartment,3,4.0,1.0,Furnished,2584,2013,1702,6,22,Open,High Rise,2006.0,19,South-East,7,False,28.43818,77.252537,19080000
HP02213,MMR,Powai,Row House,3,3.0,1.0,Unfurnished,1825,1402,1225,0,1,Covered,Bungalow,2020.0,5,North-West,6,True,19.062706,72.814235,23780000
HP00153,Delhi NCR,Gurugram-Sector 56,Independent House,5,6.0,2.0,Semi-Furnished,6250,5297,4143,0,1,Stilt,Bungalow,2007.0,18,South-West,7,True,28.740964,77.305976,47920000
